ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
45797217,28523,645,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.8,82000 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45732932,10036,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,354569 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
45793808,9408,-,MERCEDES-BENZ,CLK 320,2000,Sedan,Yes,CNG,3.2,1000 km,6.0,Automatic,Rear,02-Mar,Left wheel,Beige,0
45814873,392,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,454699 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
45810359,58507,731,CHEVROLET,Malibu,2019,Sedan,Yes,Petrol,1.3,1878 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45396266,46101,394,LEXUS,ES 300,2014,Sedan,Yes,Hybrid,2.5,77000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
45768465,110,2225,LEXUS,GX 460,2017,Jeep,Yes,Petrol,4.6,0 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
45732676,13589,836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,82764 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45368790,6899,-,OPEL,Astra,1998,Universal,No,CNG,1.6,256000 km,4.0,Manual,Front,04-May,Left wheel,Silver,4
45759226,12858,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,255406 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45688786,61154,917,MERCEDES-BENZ,ML 350,2013,Jeep,Yes,Diesel,3.0 Turbo,146577 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,12
45729748,27654,629,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.6,118997 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45767025,8154,1156,FORD,Explorer,2017,Jeep,Yes,Petrol,2.3,87688 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
45656512,941,1055,LEXUS,RX 450,2013,Jeep,Yes,Hybrid,3.5,361603 km,6.0,Automatic,Front,04-May,Left wheel,Black,12
45797524,40688,1091,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,97640 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45648994,314,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,225510 km,4.0,Automatic,Front,04-May,Left wheel,White,12
45803097,38894,640,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,128919 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45744580,9408,1268,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,120000 km,4.0,Variator,Front,04-May,Right-hand drive,Silver,2
45649893,470,1058,MERCEDES-BENZ,E 350,2012,Coupe,Yes,Petrol,3.5,161808 km,6.0,Automatic,Rear,02-Mar,Left wheel,Black,12
44294557,12544,-,BMW,X5,2003,Jeep,Yes,Petrol,3,206000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Silver,12
45803281,10036,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,325829 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45781678,12544,988,TOYOTA,Prius,2007,Hatchback,Yes,Hybrid,1.5,193000 km,4.0,Automatic,Front,04-May,Left wheel,Blue,0
45771291,36065,1055,LEXUS,RX 450,2013,Jeep,No,Hybrid,3.5,0 km,6.0,Automatic,4x4,04-May,Left wheel,Black,0
45619251,188,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,67232 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
45805870,93769,2216,CHEVROLET,Suburban,2016,Jeep,Yes,Petrol,5.3,170000 km,8.0,Tiptronic,4x4,04-May,Left wheel,Black,12
45706518,18826,642,LEXUS,CT 200h,2012,Hatchback,Yes,Hybrid,2,184000 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
45796621,24148,-,TOYOTA,Prius,2014,Sedan,No,Hybrid,1.8,132669 km,4.0,Automatic,Front,04-May,Left wheel,Green,2
45812970,784,1511,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,3.8,189194 km,6.0,Automatic,Rear,02-Mar,Left wheel,White,12
45790641,29793,-,NISSAN,Juke,2015,Jeep,No,Petrol,1.6 Turbo,29120 km,4.0,Tiptronic,4x4,04-May,Left wheel,Silver,12
45815368,6899,-,HONDA,Stream,2004,Minivan,No,Petrol,1.7,0 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,4
45793350,22266,639,MITSUBISHI,Outlander SPORT,2014,Jeep,No,Petrol,2,77000 km,4.0,Tiptronic,4x4,04-May,Left wheel,Black,10
45767331,4547,475,CHEVROLET,Volt,2012,Hatchback,Yes,Hybrid,1.4,162190 km,4.0,Automatic,Front,04-May,Left wheel,Blue,0
45642647,941,167,VOLKSWAGEN,Scirocco,2016,Sedan,Yes,Petrol,0.2,73722 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
45769103,18660,-,TOYOTA,Prius,2013,Sedan,No,Hybrid,1.8,71257 km,4.0,Automatic,Front,04-May,Left wheel,White,7
45776107,6586,-,MERCEDES-BENZ,C 230 2.0 kompresor,2001,Sedan,No,CNG,2,260000 km,4.0,Manual,Rear,04-May,Right-hand drive,Blue,4
45689228,52687,1055,MERCEDES-BENZ,ML 350 4 MATIC,2013,Jeep,Yes,Petrol,3.5,78000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,12
45638142,282,333,FORD,Fusion,2014,Sedan,Yes,Hybrid,2,0 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0
45770537,71817,-,TOYOTA,RAV 4 SUPER!!!,2016,Jeep,Yes,Hybrid,2.5,45000 km,4.0,Tiptronic,4x4,04-May,Left wheel,Grey,12
45802209,38229,1091,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,137134 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45798233,22580,-,CHEVROLET,Volt,2011,Hatchback,Yes,Plug-in Hybrid,1.4,248000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
45646714,3450,1172,LEXUS,RX 350,2011,Jeep,Yes,Petrol,3.5,253174 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
45785523,18817,-,TOYOTA,Corolla,2009,Sedan,No,LPG,1.8,127000 km,4.0,Automatic,Front,04-May,Left wheel,White,8
45766617,73071,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,188078 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45636184,3607,530,NISSAN,Juke,2013,Jeep,Yes,Petrol,1.6,129128 km,4.0,Automatic,4x4,04-May,Left wheel,White,0
45811134,392,584,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.8,147349 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
45802145,10945,1024,HYUNDAI,H1,2010,Minivan,Yes,Diesel,2.5,112219 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45749619,11447,-,BMW,X5,2001,Jeep,Yes,LPG,3,250000 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
45764479,10976,-,FORD,Transit,1999,Microbus,No,Diesel,2.5,241000 km,4.0,Manual,Rear,02-Mar,Left wheel,White,2
44080587,111332,-,LEXUS,GX 460,2014,Jeep,Yes,Petrol,4.6,92800 km,8.0,Tiptronic,4x4,04-May,Left wheel,Black,10
45656611,28225,-,BMW,535,2012,Sedan,Yes,Petrol,3.0 Turbo,104000 km,6.0,Tiptronic,Rear,04-May,Left wheel,Grey,12
45656453,941,308,TOYOTA,Prius,2014,Hatchback,Yes,Hybrid,1.8,0 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
45781829,9408,-,MITSUBISHI,Pajero,1996,Jeep,No,CNG,2.4,198000 km,6.0,Automatic,4x4,02-Mar,Left wheel,Blue,2
45794448,37633,-,MERCEDES-BENZ,Sprinter,2010,Microbus,No,Petrol,2.7,190000 km,4.0,Manual,Rear,02-Mar,Left wheel,White,2
45730976,44533,1413,HYUNDAI,Genesis,2016,Sedan,Yes,Petrol,3.3,33705 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45797331,40769,-,MERCEDES-BENZ,C 250,2012,Coupe,Yes,Petrol,1.8 Turbo,36000 km,4.0,Tiptronic,Rear,02-Mar,Left wheel,Blue,12
45793478,4077,1282,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,55790 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45792303,11133,707,KIA,Optima,2011,Sedan,Yes,Petrol,2,51425 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45815919,21953,612,CHEVROLET,Volt,2010,Hatchback,Yes,Plug-in Hybrid,1.4,84000 km,4.0,Automatic,Front,04-May,Left wheel,White,10
45813877,549,891,FORD,Fusion,2016,Sedan,Yes,Petrol,2,50195 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
45809374,26491,595,TOYOTA,Aqua,2015,Hatchback,Yes,Petrol,1.5,67971 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45815994,4077,751,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,111930 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
44817082,14950,-,SUBARU,Impreza,2011,Hatchback,No,Petrol,2,128000 km,4.0,Variator,4x4,04-May,Left wheel,Silver,8
45811317,13799,915,BMW,X5,2014,Jeep,Yes,Diesel,3,230942 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
45646999,1098,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,398069 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
45768258,68681,1493,MERCEDES-BENZ,GLE 350,2016,Jeep,Yes,Petrol,3.5,117368 km,6.0,Automatic,4x4,04-May,Left wheel,Black,0
45759102,941,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,260771 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
44876552,11500,-,INFINITI,FX35,2005,Jeep,Yes,Petrol,3.5,1000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Silver,6
45758105,17562,1356,LEXUS,GX 470,2014,Jeep,Yes,Petrol,4.6,146218 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45771196,21953,781,TOYOTA,Camry,2012,Sedan,No,Petrol,2.5,102088 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
45646670,1019,1017,AUDI,A4,2017,Sedan,Yes,Petrol,2,110051 km,4.0,Automatic,4x4,04-May,Left wheel,Grey,0
45790272,28852,-,NISSAN,Pathfinder,2006,Jeep,Yes,Diesel,2.5 Turbo,21000 km,4.0,Manual,4x4,>5,Left wheel,Black,12
45787449,4704,-,BMW,318,1997,Sedan,Yes,Petrol,1.8,211000 km,4.0,Automatic,Rear,04-May,Right-hand drive,Blue,2
45767818,10036,-,BMW,330,2001,Coupe,Yes,Petrol,3,330000 km,6.0,Manual,Rear,02-Mar,Left wheel,Blue,4
45620614,157,1058,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3.5,174253 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
45732119,47217,765,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,108177 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45787355,15681,-,NISSAN,Elgrand,2004,Minivan,No,LPG,3.5,131000 km,6.0,Tiptronic,Rear,04-May,Right-hand drive,White,2
45765765,3920,697,TOYOTA,Corolla,2015,Sedan,Yes,Petrol,1.8,136835 km,4.0,Automatic,Front,04-May,Left wheel,White,12
45763311,2901,777,FORD,Fusion,2014,Sedan,Yes,Petrol,2.5,182963 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
45768991,12858,-,FORD,Fiesta,2011,Hatchback,No,Petrol,1.4,160000 km,4.0,Manual,Front,04-May,Left wheel,White,4
45805446,8467,-,NISSAN,X-Trail X-trail,2002,Jeep,Yes,Petrol,2,254321 km,4.0,Manual,4x4,04-May,Left wheel,Grey,6
45754305,1411,777,NISSAN,Altima,2014,Sedan,Yes,Petrol,2.5,106442 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
45790387,18817,586,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,197619 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
45793834,12858,475,CHEVROLET,Cruze,2012,Sedan,No,Petrol,1.4 Turbo,122488 km,4.0,Tiptronic,Front,04-May,Left wheel,Golden,16
45803086,54186,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,89089 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45794876,10349,-,MERCEDES-BENZ,S 430,2000,Sedan,Yes,Petrol,4.3,145000 km,8.0,Automatic,Rear,04-May,Left wheel,Golden,8
45796609,14113,-,MERCEDES-BENZ,C 230,2006,Sedan,Yes,Petrol,2.5 Turbo,180833 km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,8
44131542,13485,-,MITSUBISHI,Outlander,2006,Jeep,Yes,Petrol,2.4,140000 km,4.0,Tiptronic,4x4,04-May,Left wheel,Grey,8
45731795,42102,1249,HYUNDAI,H1,2017,Universal,Yes,Diesel,2.5,110000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45771345,470,645,TOYOTA,Prius,2011,Sedan,Yes,Hybrid,1.8,353606 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
45757290,941,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,260771 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45801611,20005,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,104997 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45800808,12544,584,HYUNDAI,Elantra,2014,Sedan,No,Diesel,1.8,105000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,6
45804415,26591,2108,LEXUS,LS 460,2009,Sedan,Yes,Petrol,4.6,132022 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45808103,14113,-,HONDA,Insight,2010,Hatchback,No,Hybrid,1.3,203200 km,4.0,Variator,Front,04-May,Left wheel,Black,6
44915341,17562,-,TOYOTA,Prius,2011,Hatchback,No,Hybrid,1.8,155000 km,4.0,Automatic,Rear,04-May,Left wheel,Grey,0
45809791,11563,645,CHEVROLET,Cruze,2011,Sedan,Yes,Petrol,1.8,177309 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45770309,4861,1058,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3.5,128202 km,6.0,Automatic,Rear,04-May,Left wheel,Black,12
45350122,29793,-,MERCEDES-BENZ,CLS 63 AMG,2006,Sedan,Yes,Petrol,6.3,94000 km,8.0,Tiptronic,Rear,04-May,Left wheel,Black,12
41883006,20385,-,FORD,Fusion,2014,Sedan,No,Petrol,2.5,148800 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,6
45765212,3450,475,FIAT,500,2012,Jeep,Yes,Petrol,1.4,108626 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
45813453,11604,-,TOYOTA,Prius,2006,Sedan,No,Hybrid,1.5,331139 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45815400,10663,649,RENAULT,Megane,2010,Universal,No,Diesel,1.5 Turbo,176000 km,4.0,Manual,Front,04-May,Left wheel,Silver,4
45651193,706,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,115312 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
45792022,13956,781,CHEVROLET,Cruze,2018,Sedan,No,Petrol,1.4,0 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
45803744,37000,891,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,2,136027 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45816075,8467,-,FORD,Transit,2000,Microbus,No,Diesel,2.0 Turbo,376000 km,4.0,Manual,Front,04-May,Right-hand drive,White,4
45803600,16283,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,55225 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45812701,11760,781,CHEVROLET,Cruze,2018,Sedan,Yes,Petrol,1.4,43658 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
45240407,25,-,TOYOTA,Prius,2011,Hatchback,Yes,Hybrid,1.8,11111 km,4.0,Automatic,Front,04-May,Left wheel,White,12
45789029,12074,-,VOLKSWAGEN,Passat,2004,Sedan,Yes,Petrol,4,59439 km,8.0,Tiptronic,4x4,04-May,Left wheel,Silver,8
45783431,10036,-,BMW,320,2001,Coupe,No,Petrol,2,164000 km,4.0,Automatic,Rear,02-Mar,Left wheel,Silver,6
45809158,54932,891,FORD,Taurus,2016,Sedan,Yes,Petrol,2,42554 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45765727,29793,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,219030 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
45787249,14426,586,TOYOTA,Prius,2012,Sedan,No,Hybrid,1.8,127324 km,4.0,Automatic,Front,04-May,Left wheel,Black,5
45786736,4704,-,NISSAN,Serena,2000,Goods wagon,Yes,Diesel,2.3,220000 km,4.0,Manual,Rear,04-May,Left wheel,Blue,6
45654847,17249,-,KIA,Forte,2015,Sedan,No,Petrol,1.8,120000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,6
45810041,63152,784,HONDA,Civic,2017,Sedan,Yes,Petrol,1.5,7176 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
45789899,14113,-,FORD,Tourneo Connect,2012,Goods wagon,No,Diesel,1.8 Turbo,145000 km,4.0,Manual,Front,02-Mar,Left wheel,White,2
44370309,9500,-,VOLKSWAGEN,Jetta,2010,Sedan,Yes,Petrol,2.5,14400 km,5.0,Tiptronic,Front,04-May,Left wheel,Silver,6
45773934,9722,456,TOYOTA,Camry,2015,Sedan,Yes,Hybrid,2.5,241227 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
45776755,8148,1236,HONDA,FIT NAVI PREMIUM,2011,Hatchback,No,Hybrid,1.3,99000 km,4.0,Tiptronic,Front,04-May,Right-hand drive,Silver,4
45793362,12544,-,TOYOTA,Prius,2008,Sedan,No,Petrol,1.5,200000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,6
45807632,11917,-,TOYOTA,Prius,2008,Sedan,No,Hybrid,1.6,432000 km,2.0,Automatic,4x4,04-May,Left wheel,Grey,0
45808867,76029,1011,FORD,Explorer,2016,Jeep,Yes,Petrol,2.3,90000 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
45815261,3607,1058,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Petrol,3.5,139254 km,6.0,Automatic,Rear,04-May,Left wheel,Black,12
42806664,78403,-,LAND ROVER,Defender 90 Cabrio,2011,Jeep,No,Diesel,2.4 Turbo,60000 km,4.0,Manual,4x4,02-Mar,Left wheel,White,0
45731456,26528,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,183731 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45786771,17876,-,BMW,528,2008,Sedan,Yes,Petrol,3,280000 km,6.0,Tiptronic,4x4,04-May,Left wheel,White,12
45768851,4391,697,HYUNDAI,Elantra,2015,Jeep,Yes,Petrol,1.8,125386 km,4.0,Automatic,Front,04-May,Left wheel,White,12
45465142,9722,1079,TOYOTA,CHR,2018,Jeep,Yes,Petrol,2,38712 km,4.0,Automatic,Front,04-May,Left wheel,White,12
45765358,31675,1817,TOYOTA,Tacoma,2020,Sedan,Yes,Petrol,3.5,1669 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
45548755,31047,333,SUBARU,XV,2014,Jeep,Yes,Hybrid,2,99200 km,4.0,Tiptronic,4x4,04-May,Left wheel,Green,12
45810109,37301,595,TOYOTA,Aqua,2015,Hatchback,Yes,Petrol,1.5,16033 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
45651677,3450,831,HYUNDAI,Sonata,2011,Sedan,Yes,Hybrid,2.4,224349 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
45803492,12231,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,216070 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45746608,7840,-,SUBARU,Forester,2004,Jeep,No,CNG,2,120000 km,4.0,Tiptronic,4x4,04-May,Right-hand drive,Silver,12
45417431,14740,1288,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,54000 km,4.0,Tiptronic,Rear,04-May,Left wheel,White,6
42877798,31361,-,TOYOTA,4Runner,2004,Jeep,No,LPG,4.7,204000 km,8.0,Automatic,4x4,04-May,Left wheel,Black,4
45813428,188,1091,TOYOTA,Camry,2016,Sedan,Yes,Petrol,2.5,61098 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
45769648,29793,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,219030 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
45811098,470,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,344434 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
45811044,5018,-,TOYOTA,Vitz,2000,Hatchback,No,Petrol,1,111111 km,4.0,Automatic,Front,04-May,Right-hand drive,Pink,4
45760761,4704,1714,MERCEDES-BENZ,GLE 350,2017,Jeep,Yes,Petrol,3.5,59331 km,6.0,Automatic,Rear,04-May,Left wheel,Black,0
45782023,9252,-,OPEL,Zafira,2001,Minivan,No,Diesel,2.0 Turbo,300000 km,4.0,Manual,Front,04-May,Left wheel,Black,2
45808742,549,761,TOYOTA,Corolla,2010,Sedan,Yes,Petrol,1.8,305237 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
45780987,5000,-,VAZ,2106,1977,Sedan,No,Petrol,1.6,37500 km,4.0,Manual,Rear,04-May,Left wheel,Sky blue,0
45802553,123330,1176,HYUNDAI,Santa FE,2019,Jeep,Yes,Diesel,2.2,29816 km,4.0,Automatic,Front,04-May,Left wheel,Brown,4
45788601,24462,-,FORD,Mustang,2011,Coupe,Yes,Petrol,3.7,132000 km,6.0,Automatic,Rear,02-Mar,Right-hand drive,Grey,7
45809592,24176,501,TOYOTA,Aqua,2014,Hatchback,Yes,Petrol,1.5,28000 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
45771206,470,761,TOYOTA,Prius,2010,Jeep,Yes,Hybrid,1.8,408997 km,4.0,Automatic,Front,04-May,Left wheel,White,12
45803131,11604,1017,HYUNDAI,Sonata,2017,Sedan,Yes,LPG,2,324605 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
45810392,19080,528,CHEVROLET,Orlando,2014,Jeep,Yes,Diesel,1.6,161296 km,4.0,Automatic,Front,04-May,Left wheel,White,4
44457443,12388,-,HONDA,FIT,2012,Hatchback,No,Hybrid,1.3,95000 km,4.0,Automatic,Front,04-May,Right-hand drive,Black,8
45803918,20814,642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,168462 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45464983,13172,1077,TOYOTA,CHR,2019,Jeep,Yes,Petrol,2,24302 km,4.0,Automatic,Front,04-May,Left wheel,Red,12
45770134,39829,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,155821 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45770022,68681,1493,MERCEDES-BENZ,GLE 350,2016,Jeep,Yes,Petrol,3.5,117368 km,6.0,Automatic,4x4,04-May,Left wheel,Black,0
45813224,10663,915,AUDI,Q7,2014,Jeep,Yes,Diesel,3,98803 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,0
45809727,9832,645,CHEVROLET,Cruze,2011,Sedan,Yes,Petrol,1.8,170872 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45776514,6,-,MERCEDES-BENZ,200,1997,Sedan,No,CNG,2.3,111111 km,4.0,Automatic,Rear,04-May,Left wheel,Brown,5
45810447,28423,730,CHEVROLET,Orlando,2016,Jeep,Yes,Diesel,1.6,66603 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45773043,17249,584,VOLKSWAGEN,Jetta,2014,Sedan,Yes,Petrol,1.8 Turbo,96000 km,4.0,Tiptronic,Front,04-May,Left wheel,White,4
41746804,4200,-,MERCEDES-BENZ,C 180,2001,Sedan,No,Petrol,2,307651 km,4.0,Manual,Rear,04-May,Right-hand drive,Blue,6
45811231,22580,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,13800 km,6.0,Tiptronic,Front,04-May,Left wheel,Blue,12
45797909,18240,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,154900 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45761262,10349,-,MERCEDES-BENZ,C 220,2001,Sedan,No,Diesel,2.2 Turbo,250000 km,1.0,Tiptronic,Rear,04-May,Left wheel,Blue,4
45178867,37633,1058,TOYOTA,Highlander sport,2012,Jeep,Yes,Petrol,3.5,134114 km,6.0,Automatic,4x4,04-May,Left wheel,White,10
45524827,784,1079,TOYOTA,CHR,2018,Jeep,Yes,Petrol,2,25850 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
45768521,1725,1324,TOYOTA,Highlander,2010,Sedan,Yes,Hybrid,3.3,226198 km,6.0,Automatic,4x4,04-May,Left wheel,Green,12
45816323,282,1211,BMW,X5,2010,Jeep,Yes,Petrol,3,268528 km,6.0,Automatic,4x4,04-May,Left wheel,Blue,12
44549109,1350,-,MITSUBISHI,Colt,2003,Hatchback,No,Petrol,1.2,1000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,4
45816542,5645,-,BMW,525,1996,Sedan,No,CNG,2.5,0 km,6.0,Manual,Rear,04-May,Left wheel,Sky blue,2
45730648,30887,629,HYUNDAI,Elantra,2015,Sedan,Yes,Diesel,1.6,51966 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45730444,24920,924,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2.7,130484 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45804481,23207,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,144096 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45802916,42717,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,122409 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
45813240,549,1327,TOYOTA,Camry,2018,Jeep,Yes,Petrol,2.5,23333 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
45816307,282,917,BMW,X5,2013,Jeep,Yes,Petrol,3,176973 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
45787853,5959,-,SUBARU,Forester,2003,Goods wagon,No,CNG,2.0 Turbo,200000 km,4.0,Tiptronic,4x4,04-May,Right-hand drive,Silver,0
45719650,7997,-,MERCEDES-BENZ,CLK 320,2003,Coupe,Yes,Petrol,3.2,300000 km,6.0,Tiptronic,Rear,02-Mar,Left wheel,Blue,6
45655033,1019,1055,LEXUS,RX 450,2013,Jeep,Yes,Hybrid,3.5,138038 km,6.0,Automatic,Front,04-May,Left wheel,White,12
45712527,11447,765,FORD,Focus,2015,Sedan,Yes,Petrol,2,94600 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,6
45809351,13702,247,HONDA,FIT,2014,Hatchback,Yes,Hybrid,1.3,102082 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45775418,6269,1522,OPEL,Zafira,2000,Universal,No,Petrol,1.8,200000 km,4.0,Manual,Front,04-May,Left wheel,Silver,4
45759443,94,441,HYUNDAI,Sonata,2015,Sedan,Yes,Hybrid,2.4,261928 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
